"X","author_id","cohort","gender","discipline","doi_lower","pubyear","Jr_Quantile","n_ctr","n_aff","n_colla_ctr","n_colla_aff","sequence_nr","Original_Tweets","Original_Tweeters","len_tweet","len_tweeter","with_tw","self_pro_old","self_tw_time","self_text","others_first","searched","academic_age","most_ctr","colla_ctr_Y","colla_aff_Y","n_pub_3y","n_pub_1st","n_pub_2nd","n_pub_3rd","n_pub_pro_1st","n_pub_pro_2nd","n_pub_pro_3rd","seq_nr_grp_1","min_tw_time","first_firstauthor","PUBLICATIONYEAR","PUBLICATIONMONTH","PUBLICATIONDAY","pub_order","pub_before","tw_others_num","tw_only_self","tw_only_others","discipline_new_author","author_cnt","coauthor_pro_count","coauthor_pro","with_coauthor","SocialOutlet_count","Edu_count","SocialOutlet_pro","Edu_pro","soc_or_edu_pro","max_coa_fncr_5y","max_coa_age","uniqle_dis","discipline_new_pub","self_pro","chinese_name"
97915,55439862700,2012,"female","Medical and Health Sciences","10.1111/j.1365-2559.2012.04287.x",2012,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"dnk","N","N",2,1,0,1,0,0,0,"first","2012-03-31",1,2012,11,NA,1,0,1,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,1.3278972,17,1,"Clinical medicine",0,0
170074,56282220100,2013,"male","Medical and Health Sciences","10.1016/j.cca.2013.01.018",2013,"Q1",1,1,1,2,1,0,0,0,0,0,0,"","",0,0,1,"twn","N","Y",3,2,0,1,0,0,0,"first","",1,2013,4,8,2,1,0,0,0,"Other engineering and technologies",7,0,0,1,0,0,0,0,0,1.8059328,18,NA,"Other engineering and technologies",0,NA
260973,56367595300,2014,"female","Medical and Health Sciences","10.1590/s0102-86502014000800007",2014,"Q3",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.23952934,10,1,"Clinical medicine",0,NA
131897,56689371700,2013,"male","Medical and Health Sciences","10.1097/rct.0000000000000189",2015,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"usa","N","N",2,1,0,1,0,0,0,"first","2015-03-19",1,2015,3,28,2,1,2,0,1,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.8085283,20,1,"Clinical medicine",0,0
197695,57196383190,2013,"female","Social Sciences","10.1007/s11769-013-0636-3",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",6,0,0,1,0,0,0,0,0,0.57115436,17,NA,"Earth and related environmental sciences",0,NA
508834,57191379780,2016,"female","Natural Sciences","10.1103/physrevlett.116.064301",2016,"Q1",1,2,1,2,1,2,2,2,2,1,0,"","",1,1,1,"srb","N","Y",2,1,0,1,0,0,0,"first","2016-02-10",1,2016,2,10,1,0,2,0,1,"Physical sciences and astronomy",2,0,0,1,0,0,0,0,0,0.484688185,21,1,"Physical sciences and astronomy",0,0
535090,57192692988,2016,"male","Agricultural Sciences","10.1007/s13213-015-1151-9",2016,"Q3",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"mys","N","N",3,1,1,1,0,0,0,"first","2016-01-28",1,2016,6,1,1,0,1,0,1,"Basic medical research",4,0,0,1,0,0,0,0,0,0.975496935,8,NA,"Basic medical research",0,0
526396,57193448804,2016,"male","Natural Sciences","10.1002/etc.3281",2016,"Q1",1,1,1,1,1,3,2,3,3,1,0,"","",1,1,1,"usa","N","N",3,1,1,1,0,0,0,"first","2015-10-15",1,2016,2,1,1,0,3,0,1,"Biological sciences",6,0,0,1,0,0,0,0,0,1.6094491,15,NA,"Biological sciences",0,0
226163,37114268700,2013,"male","Natural Sciences","10.1016/j.ijggc.2013.02.018",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,7,NA,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,1.5753866,14,NA,"Earth and related environmental sciences",0,NA
477898,57205450460,2016,"female","Social Sciences","10.1093/screen/hjw001",2016,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"can","N","N",1,1,0,0,0,0,0,"first","2018-02-27",1,2016,NA,NA,1,0,1,0,1,"Humanities",1,0,0,0,0,0,0,0,0,0,1,NA,"Humanities",0,0
427137,56809662300,2015,"female","Medical and Health Sciences","10.3760/cma.j.issn.0376-2491.2015.05.017",2015,"Q4",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,1,0,0,0,0,"first","",1,2015,2,3,1,0,0,0,0,"Health sciences",4,0,0,1,0,0,0,0,0,1.088395,12,NA,"Health sciences",0,NA
238432,35337306600,2013,"female","Natural Sciences","10.1371/journal.pone.0084042",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",2,1,0,1,0,0,0,"first","",1,2013,12,16,1,0,1,0,1,"Biological sciences",9,0,0,1,0,0,0,0,0,0.6469004,17,NA,"Biological sciences",0,0
27620,55500343600,2012,"male","Natural Sciences","10.1103/physrevc.89.037001",2014,"Others",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","Y",9,1,3,5,0,0,0,"first","",1,2014,3,28,3,2,0,0,0,"Physical sciences and astronomy",14,0,0,1,0,0,0,0,0,1.2248558,19,1,"Physical sciences and astronomy",0,NA
281737,56190858500,2014,"male","Natural Sciences","10.1016/j.neucom.2014.05.005",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",9,2,4,3,0,0,0,"first","",1,2014,12,5,1,0,0,0,0,"Computer and information sciences",3,0,0,1,0,0,0,0,0,3.2484222,7,NA,"Computer and information sciences",0,NA
182965,55868160100,2013,"male","Natural Sciences","10.1128/jcm.01183-13",2013,"Q1",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","Y",3,2,0,1,0,0,0,"first","",1,2013,10,NA,1,0,0,0,0,"Clinical medicine",14,0,0,1,0,0,0,0,0,1.3597421,18,1,"Clinical medicine",0,NA
279935,55867861500,2014,"male","Natural Sciences","10.1016/j.palaeo.2013.12.024",2014,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,1,1,"cze","N","Y",6,3,1,2,0,0,0,"first","",1,2014,2,15,1,0,0,0,0,"Earth and related environmental sciences",9,0,0,1,0,0,0,0,0,1.6400647,19,NA,"Earth and related environmental sciences",0,NA
196069,55931914700,2013,"female","Medical and Health Sciences","10.1055/s-0033-1359313",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",3,1,0,2,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Clinical medicine",2,0,0,1,0,0,0,0,0,1.6031275,18,1,"Clinical medicine",0,NA
166556,57074193600,2013,"female","Engineering and Technology","10.3901/jme.2014.07.176",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",5,1,3,1,0,0,0,"first","",1,2014,4,5,2,1,0,0,0,"Mechanical engineering",5,0,0,1,0,0,0,0,0,0.73740655,14,NA,"Mechanical engineering",0,NA
209657,55602698000,2013,"male","Natural Sciences","10.1088/0004-637x/765/1/33",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",5,1,1,3,0,0,0,"first","",1,2013,3,1,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0.74098355,15,NA,"Earth and related environmental sciences",0,NA
59255,54912124200,2012,"male","Natural Sciences","10.1007/s00248-011-0005-7",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"swe","N","N",5,3,2,0,0,0,0,"first","",1,2012,7,NA,2,1,0,0,0,"Earth and related environmental sciences",4,0,0,1,0,0,0,0,0,3.3949568,17,NA,"Earth and related environmental sciences",0,NA
127766,57212738154,2013,"male","Humanities","10.1080/17400309.2013.771879",2013,"Q1",1,1,2,2,1,3,3,3,3,1,0,"","",1,1,1,"swe","Y","Y",1,1,0,0,0,0,0,"first","2013-03-18",1,2013,6,1,1,0,3,0,1,"Humanities",2,1,1,1,1,0,1,0,1,0,1,NA,"Humanities",0,0
199005,55951338700,2013,"male","Natural Sciences","10.1007/s11802-013-2219-4",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",3,2,0,1,0,0,0,"first","",1,2013,NA,NA,2,1,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0.2710029,13,NA,"Earth and related environmental sciences",0,NA
61727,54886283800,2012,"female","Medical and Health Sciences","10.1186/1475-2875-11-11",2012,"Q1",2,2,2,2,1,2,2,2,2,1,0,"","",1,1,1,"usa","Y","Y",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,2,0,1,"Clinical medicine",4,0,0,1,0,0,0,0,0,1.2538339,17,NA,"Clinical medicine",0,0
96271,55082273400,2012,"female","Medical and Health Sciences","10.1016/j.radi.2012.02.004",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"swe","N","N",2,1,0,1,0,0,0,"first","",1,2012,8,NA,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,1.0106604,17,1,"Clinical medicine",0,NA
348222,56424870700,2014,"male","Natural Sciences","10.1111/1348-0421.12193",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2014,11,1,1,0,0,0,0,"Basic medical research",4,0,0,1,0,0,0,0,0,0.7856721,19,NA,"Basic medical research",0,NA
215583,55839101300,2013,"male","Medical and Health Sciences","10.4047/jap.2013.5.1.16",2013,"Q3",2,2,2,2,1,1,1,1,1,1,0,"","",1,1,1,"egy","Y","Y",1,1,0,0,0,0,0,"first","2013-11-05",1,2013,NA,NA,1,0,1,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.6378481,12,1,"Clinical medicine",0,0
80894,54419970200,2012,"female","Social Sciences","10.1016/j.jue.2011.10.002",2012,"Q1",1,1,1,1,1,9,9,10,10,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2015-02-22",1,2012,1,NA,1,0,9,0,1,"Sociology and political science",2,0,0,1,0,0,0,0,0,2.3464698,2,NA,"Sociology and political science",0,0
512749,55642519300,2016,"female","Natural Sciences","10.1016/j.quaint.2016.04.015",2016,"Q1",1,2,1,2,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","2016-05-03",1,2016,12,28,1,0,1,0,1,"Earth and related environmental sciences",6,0,0,1,0,0,0,0,0,1.745396,21,1,"Earth and related environmental sciences",0,0
361964,56578784500,2015,"male","Medical and Health Sciences","10.1016/j.drugalcdep.2016.07.025",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"usa","N","N",8,3,2,3,0,0,0,"first","",1,2015,12,23,4,3,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,1.3916585,11,NA,"Basic medical research",0,NA
260972,56367602900,2014,"female","Natural Sciences","10.14257/ijbsbt.2014.6.4.15",2014,"Q3",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"kor","N","Y",2,1,0,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other engineering and technologies",4,0,0,1,0,0,0,0,0,0.12514523,9,NA,"Other engineering and technologies",0,NA
147535,55562155600,2013,"female","Social Sciences","10.1111/ijcs.12127",2014,"Q2",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"usa","N","N",3,1,1,1,0,0,0,"first","2014-07-15",1,2014,NA,NA,2,1,2,0,1,"Economics",2,0,0,1,1,0,1,0,1,0.666299255,17,NA,"Economics",0,0
356900,56563881600,2014,"male","Medical and Health Sciences","10.1371/journal.pone.0091640",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2014,3,20,1,0,0,0,0,"Agricultural Sciences",6,0,0,1,0,0,0,0,0,1.7649776,14,NA,"Agricultural Sciences",0,NA
437760,56117262200,2015,"male","Natural Sciences","10.1016/j.bios.2014.07.069",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2015,1,15,1,0,0,0,0,"Chemical sciences",7,0,0,1,0,0,0,0,0,0.9545173,18,NA,"Chemical sciences",0,NA
531203,57192231446,2016,"male","Natural Sciences","10.1007/s00726-016-2244-x",2016,"Q1",1,2,1,2,1,2,2,2,2,1,0,"","",1,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","2016-05-12",1,2016,9,1,1,0,2,0,1,"Chemical sciences",7,0,0,1,1,0,1,0,1,1.7623862,11,NA,"Chemical sciences",0,1
211249,55605376700,2013,"female","Natural Sciences","10.1016/j.ecoenv.2012.12.013",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"arg","N","N",1,1,0,0,0,0,0,"first","",1,2013,4,1,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,1.62774895,14,NA,"Biological sciences",0,NA
150976,55761397900,2013,"male","Engineering and Technology","10.1039/c4cc06076h",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"jpn","N","N",2,1,1,0,0,0,0,"first","",1,2014,10,30,2,1,0,0,0,"Materials engineering",2,0,0,1,0,0,0,0,0,0.78607625,19,NA,"Materials engineering",0,NA
336644,56948661300,2014,"male","Natural Sciences","10.1016/j.talanta.2014.05.011",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","2016-01-22",1,2014,10,1,1,0,1,0,1,"Chemical sciences",3,0,0,1,0,0,0,0,0,1.3031234,19,1,"Chemical sciences",0,1
256769,55945019500,2014,"male","Natural Sciences","10.1016/j.cellsig.2013.10.010",2014,"Q1",1,1,1,2,1,1,1,1,1,1,0,"","",1,0,1,"chn","N","Y",5,3,0,2,0,0,0,"first","2013-11-28",1,2014,2,NA,1,0,1,0,1,"Biological sciences",6,0,0,1,1,0,1,0,1,1.5432873,13,1,"Biological sciences",0,0
488223,56425053200,2016,"female","Medical and Health Sciences","10.1016/j.ehpc.2016.01.006",2016,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2016,12,1,1,0,0,0,0,"Clinical medicine",2,0,0,1,0,0,0,0,0,0.39837253,20,1,"Clinical medicine",0,NA
356078,56589421200,2014,"male","Natural Sciences","10.1038/ngeo2279",2014,"Q1",1,1,1,1,1,11,9,12,12,1,0,"","",1,1,1,"jpn","N","N",2,1,1,0,0,0,0,"first","2014-11-04",1,2014,12,11,1,0,11,0,1,"Earth and related environmental sciences",2,0,0,1,0,1,0,1,1,0.9478521,19,1,"Earth and related environmental sciences",0,0
12632,56770891700,2012,"male","Natural Sciences","10.1016/j.dyepig.2012.03.031",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"gbr","N","N",1,1,0,0,0,0,0,"first","",1,2012,10,NA,1,0,0,0,0,"Chemical engineering",5,0,0,1,0,0,0,0,0,0.38779265,17,1,"Chemical engineering",0,NA
259206,56342003200,2014,"female","Social Sciences","10.5539/ass.v10n18p202",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"mys","N","N",1,1,0,0,0,0,0,"first","",1,2014,8,22,1,0,0,0,0,"Economics",3,0,0,1,0,0,0,0,0,0.666432,14,NA,"Economics",0,NA
106258,35196773100,2012,"male","Engineering and Technology","10.1504/ijstm.2012.048540",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2012,8,NA,1,0,0,0,0,"Economics",2,0,0,1,0,0,0,0,0,0,1,NA,"Economics",0,NA
471095,57188573414,2016,"male","Natural Sciences","10.1016/j.ijhydene.2017.05.119",2017,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,2,"kor","N","Y",4,1,1,2,0,0,0,"first","",1,2017,6,22,2,1,0,0,0,"Chemical sciences",11,0,0,1,0,0,0,0,0,2.3678482,22,NA,"Chemical sciences",0,NA
54246,57191740183,2012,"female","Natural Sciences","10.1002/app.34924",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2012,7,15,1,0,0,0,0,"Materials engineering",5,0,0,1,0,0,0,0,0,0.9594037,14,NA,"Materials engineering",0,NA
513917,57189521574,2016,"female","Engineering and Technology","10.3969/j.issn.1004-1699.2016.12.001",2016,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",3,2,1,0,0,0,0,"first","",1,2016,12,1,2,1,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",7,0,0,1,0,0,0,0,0,0.8982473,17,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA
209382,55653930000,2013,"male","Medical and Health Sciences","10.1007/s11748-013-0307-4",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"gbr","N","N",2,1,1,0,0,0,0,"first","",1,2013,12,NA,1,0,0,0,0,"Clinical medicine",8,0,0,1,0,0,0,0,0,0.88952985,18,1,"Clinical medicine",0,NA
438259,39561258000,2015,"female","Natural Sciences","10.1016/j.fuel.2014.09.068",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"usa","N","N",3,3,0,0,0,0,0,"first","",1,2015,1,15,1,0,0,0,0,"Earth and related environmental sciences",5,0,0,1,0,0,0,0,0,1.3469584,20,NA,"Earth and related environmental sciences",0,NA
528425,57198069144,2016,"male","Natural Sciences","10.1109/lcomm.2016.2562618",2016,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"swe","N","N",1,1,0,0,0,0,0,"first","2016-10-28",1,2016,7,1,1,0,1,0,1,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0,1,NA,"Electrical engineering, electronic engineering,  information engineering ",0,0
107760,23490147300,2012,"female","Natural Sciences","10.1038/nrc3181",2012,"Q1",1,1,1,1,1,4,4,4,4,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2011-12-23",1,2012,1,NA,1,0,4,0,1,"Basic medical research",3,0,0,1,0,0,0,0,0,1.9777225,17,NA,"Basic medical research",0,0
335180,57213615916,2014,"male","Natural Sciences","10.5935/0103-5053.20140157",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Chemical sciences",7,0,0,1,0,0,0,0,0,0.5870914,18,1,"Chemical sciences",0,NA
399787,56625374100,2015,"male","Medical and Health Sciences","10.1016/j.elerap.2015.04.001",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","N",2,2,0,0,0,0,0,"first","",1,2015,5,1,1,0,0,0,0,"Computer and information sciences",4,0,0,1,0,0,0,0,0,1.681755,9,NA,"Computer and information sciences",0,NA
57786,42860891700,2012,"male","Medical and Health Sciences","10.1016/j.ijrobp.2011.09.035",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"usa","N","N",4,3,0,1,0,0,0,"first","",1,2012,3,15,1,0,0,0,0,"Health sciences",12,0,0,1,0,0,0,0,0,1.8995828,17,NA,"Health sciences",0,NA
246170,56322120900,2014,"male","Engineering and Technology","10.1039/c4ra04144e",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",2,1,0,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Chemical sciences",4,0,0,1,0,0,0,0,0,0.74573785,19,NA,"Chemical sciences",0,NA
183720,55875911700,2013,"male","Natural Sciences","10.1039/c3cp51749g",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",4,1,2,1,0,0,0,"first","",1,2013,11,7,1,0,0,0,0,"Chemical sciences",2,0,0,1,0,0,0,0,0,0.60483035,14,NA,"Chemical sciences",0,NA
115890,57212178472,2012,"male","Natural Sciences","10.1016/j.cap.2012.05.045",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",5,1,2,2,0,0,0,"first","",1,2013,1,NA,2,1,0,0,0,"Materials engineering",7,0,0,1,0,0,0,0,0,1.6349531,18,NA,"Materials engineering",0,NA
20116,55712707100,2012,"male","Natural Sciences","10.1371/journal.pone.0064106",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"chn","N","N",4,3,1,0,0,0,0,"first","",1,2013,5,23,4,3,1,0,1,"Biological sciences",5,0,0,1,0,0,0,0,0,0.6784579,11,NA,"Biological sciences",0,1
80,55210903800,2012,"female","Agricultural Sciences","10.2478/v10046-012-0026-8",2012,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"lva","N","N",2,1,0,1,0,0,0,"first","",1,2012,11,1,1,0,0,0,0,"Agricultural Sciences",2,0,0,1,0,0,0,0,0,0.12721087,1,NA,"Agricultural Sciences",0,NA
103745,55357385400,2012,"female","Medical and Health Sciences","10.1016/j.jocn.2012.04.008",2012,"Q2",1,2,1,2,1,0,0,0,0,0,0,"","",0,1,1,"nzl","N","Y",3,1,0,2,0,0,0,"first","",1,2012,12,NA,1,0,0,0,0,"Clinical medicine",8,0,0,1,0,0,0,0,0,1.4444646,17,1,"Clinical medicine",0,NA
270920,56079064600,2014,"female","Medical and Health Sciences","10.1007/s12281-014-0185-y",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",3,1,1,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Clinical medicine",2,0,0,1,0,0,0,0,0,0.15183517,8,1,"Clinical medicine",0,NA
505367,57190847850,2016,"male","Medical and Health Sciences","10.3171/2016.9.focus16252",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",7,1,3,3,0,0,0,"first","",1,2016,NA,NA,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.63240033,18,1,"Clinical medicine",0,NA
385238,57209548231,2015,"male","Natural Sciences","10.1007/s13369-014-1554-0",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",2,1,1,0,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0.2458042,18,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA
398352,56704449400,2015,"male","Natural Sciences","10.3389/fcell.2015.00012",2015,"Others",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,1,"usa","N","N",5,2,2,1,0,0,0,"first","2015-02-25",1,2015,2,25,1,0,2,0,1,"Biological sciences",3,0,0,1,0,0,0,0,0,1.4678052,2,1,"Biological sciences",0,0
520468,49561366600,2016,"female","Social Sciences","10.1177/1468018115611193",2016,"Q2",1,2,1,2,1,1,1,1,1,1,0,"","",1,1,1,"fra","N","Y",3,2,1,0,0,0,0,"first","2016-07-25",1,2016,12,1,1,0,1,0,1,"Sociology and political science",1,0,0,0,0,0,0,0,0,0,1,NA,"Sociology and political science",0,0
205017,55568300900,2013,"male","Natural Sciences","10.14778/2732219.2732226",2013,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"dnk","N","N",3,1,2,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Computer and information sciences",4,0,0,1,0,0,0,0,0,3.1425326,18,1,"Computer and information sciences",0,NA
546568,57062359100,2016,"female","Medical and Health Sciences","10.1165/rcmb.2016-0045ps",2016,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,1,"usa","N","N",9,3,3,3,0,0,0,"first","2016-02-24",1,2016,5,1,1,0,2,0,1,"Clinical medicine",3,0,0,1,2,0,1,0,1,2.0024207,21,NA,"Clinical medicine",0,0
17683,55523205500,2012,"male","Humanities","10.1075/sl.36.1.05ber",2012,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"swe","N","N",2,2,0,0,0,0,0,"first","",1,2012,NA,NA,2,1,0,0,0,"Clinical medicine",1,0,0,0,0,0,0,0,0,0,1,NA,"Clinical medicine",0,NA
544146,57214087394,2016,"female","Agricultural Sciences","10.1371/journal.pone.0158241",2016,"Q1",1,2,1,3,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","2016-07-08",1,2016,7,1,1,0,1,0,1,"Agricultural Sciences",10,0,0,1,1,0,1,0,1,0.6814292,10,NA,"Agricultural Sciences",0,0
300635,57202089877,2014,"male","Natural Sciences","10.1016/j.actatropica.2015.03.017",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"esp","N","N",5,1,1,3,0,0,0,"first","",1,2015,6,1,2,1,0,0,0,"Earth and related environmental sciences",11,0,0,1,0,0,0,0,0,1.949302,20,NA,"Earth and related environmental sciences",0,NA
239348,56330920500,2013,"male","Social Sciences","10.1007/s12134-012-0261-5",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"mys","N","N",3,1,1,1,0,0,0,"first","",1,2013,11,NA,1,0,0,0,0,"Economics",2,0,0,1,0,0,0,0,0,0.36963752,3,1,"Sociology and political science",0,NA
167370,55885613300,2013,"male","Natural Sciences","10.1074/jbc.m115.648410",2015,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"usa","N","N",3,1,0,2,0,0,0,"first","2015-03-11",1,2015,4,24,2,1,2,0,1,"Biological sciences",8,0,0,1,1,0,1,0,1,1.3621655,20,1,"Biological sciences",0,0
489869,57210510982,2016,"female","Medical and Health Sciences","10.2967/jnumed.115.163550",2016,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,1,1,"kor","N","N",1,1,0,0,0,0,0,"first","2015-12-25",1,2016,4,1,1,0,2,0,1,"Clinical medicine",10,0,0,1,0,0,0,0,0,2.321455,21,1,"Clinical medicine",0,0
379043,57213323036,2015,"male","Natural Sciences","10.1179/0002698015z.00000000077",2015,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2016-02-15",1,2015,NA,NA,1,0,1,0,1,"Humanities",1,0,0,0,0,0,0,0,0,0,1,NA,"Humanities",0,0
557826,57188593965,2016,"male","Medical and Health Sciences","10.1111/efp.12267",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",3,2,1,0,0,0,0,"first","",1,2016,6,1,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.70811075,11,NA,"Clinical medicine",0,NA
174405,55498820500,2013,"male","Agricultural Sciences","10.1007/s00122-013-2096-7",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"can","N","N",4,3,0,1,0,0,0,"first","",1,2013,5,NA,1,0,0,0,0,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,1.3127372,18,NA,"Agricultural Sciences",0,NA
