"author_id","cohort","gender","discipline","pubyear","Jr_Quantile","n_ctr","n_aff","n_colla_ctr","n_colla_aff","sequence_nr","Original_Tweets","Original_Tweeters","len_tweet","len_tweeter","with_tw","self_pro_old","self_tw_time","self_text","others_first","searched","academic_age","most_ctr","colla_ctr_Y","colla_aff_Y","n_pub_3y","n_pub_1st","n_pub_2nd","n_pub_3rd","n_pub_pro_1st","n_pub_pro_2nd","n_pub_pro_3rd","seq_nr_grp_1","min_tw_time","first_firstauthor","PUBLICATIONYEAR","PUBLICATIONMONTH","PUBLICATIONDAY","pub_order","pub_before","tw_others_num","tw_only_self","tw_only_others","discipline_new_author","author_cnt","coauthor_pro_count","coauthor_pro","with_coauthor","SocialOutlet_count","Edu_count","SocialOutlet_pro","Edu_pro","soc_or_edu_pro","max_coa_fncr_5y","max_coa_age","uniqle_dis","discipline_new_pub","self_pro","chinese_name","firstauthor_top_100","coauthor_top_100"
2205,2012,"male","Natural Sciences",2012,"Q3",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2012,3,NA,1,0,0,0,0,"Computer and information sciences",3,0,0,1,0,0,0,0,0,0.10956277,17,NA,"Computer and information sciences",0,NA,0,0
2206,2012,"male","Natural Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2012,4,NA,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",3,0,0,1,0,0,0,0,0,0.36056027,5,1,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
2207,2015,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,1,"chn","N","N",8,3,1,4,0,0,0,"first","2016-06-03",1,2015,10,7,2,1,1,0,1,"Earth and related environmental sciences",7,0,0,1,0,0,0,0,0,1.1368862,13,NA,"Earth and related environmental sciences",0,1,0,0
2208,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",4,1,0,3,0,0,0,"first","",1,2014,2,27,1,0,0,0,0,"Chemical sciences",2,0,0,1,0,0,0,0,0,0.474107675,9,NA,"Chemical sciences",0,NA,0,0
2209,2013,"male","Social Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"mys","N","N",5,2,3,0,0,0,0,"first","",1,2012,12,31,1,0,0,0,0,"Economics",2,0,0,1,0,0,0,0,0,3.3773589,18,NA,"Economics",0,NA,0,0
2210,2012,"male","Agricultural Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2012,11,NA,1,0,0,0,0,"Agricultural Sciences",5,0,0,1,0,0,0,0,0,0.47079295,15,1,"Agricultural Sciences",0,NA,0,0
2211,2012,"male","Engineering and Technology",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Other engineering and technologies",3,0,0,1,0,0,0,0,0,0.076821476,4,1,"Earth and related environmental sciences",0,NA,1,1
2212,2014,"male","Medical and Health Sciences",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Basic medical research",10,0,0,1,0,0,0,0,0,2.4381967,17,NA,"Basic medical research",0,NA,0,0
2213,2016,"male","Natural Sciences",2017,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",6,3,2,1,0,0,0,"first","",1,2017,6,1,4,3,0,0,0,"Computer and information sciences",4,0,0,1,0,0,0,0,0,0.12885402,19,NA,"Computer and information sciences",0,NA,0,0
2214,2012,"male","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"aus","N","N",3,1,0,2,0,0,0,"first","",1,2014,3,NA,2,1,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,2.2638749,19,NA,"Clinical medicine",0,NA,1,0
2215,2014,"female","Medical and Health Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"esp","N","N",2,2,0,0,0,0,0,"first","",1,2014,5,20,1,0,0,0,0,"Clinical medicine",2,0,0,1,0,0,0,0,0,1.8514009,19,NA,"Clinical medicine",0,NA,0,0
2216,2012,"male","Natural Sciences",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",2,1,0,1,0,0,0,"first","",1,2014,10,1,2,1,0,0,0,"Physical sciences and astronomy",9,0,0,1,0,0,0,0,0,0.1628253775,19,1,"Physical sciences and astronomy",0,NA,0,0
2217,2013,"female","Natural Sciences",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2019-03-09",1,2013,2,6,1,0,1,0,1,"Biological sciences",3,0,0,1,0,0,0,0,0,0.77881557,18,1,"Biological sciences",0,0,0,0
2218,2013,"male","Social Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2014,NA,NA,2,1,0,0,0,"Sociology and political science",5,0,0,1,0,0,0,0,0,1.5061485,19,NA,"Sociology and political science",0,NA,0,0
2219,2016,"female","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2016,10,14,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",4,0,0,1,0,0,0,0,0,0.46020654,15,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
2220,2013,"male","Medical and Health Sciences",2013,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Clinical medicine",10,0,0,1,0,0,0,0,0,0.160539435,18,1,"Clinical medicine",0,NA,0,0
2221,2013,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"jpn","N","N",2,1,0,1,0,0,0,"first","",1,2015,7,17,2,1,0,0,0,"Physical sciences and astronomy",6,0,0,1,0,0,0,0,0,0.48930478,20,NA,"Physical sciences and astronomy",0,NA,0,0
2222,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"aus","N","N",2,1,0,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",3,0,0,1,0,0,0,0,0,0,1,NA,"Earth and related environmental sciences",0,NA,0,0
2223,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"hkg","N","N",8,2,3,3,0,0,0,"first","",1,2012,5,NA,1,0,0,0,0,"Earth and related environmental sciences",8,0,0,1,0,0,0,0,0,5.159231,17,NA,"Earth and related environmental sciences",0,NA,0,0
2224,2012,"female","Medical and Health Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2012,12,NA,1,0,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,0.63198862,17,NA,"Basic medical research",0,NA,0,0
2225,2012,"male","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"usa","N","N",4,1,1,2,0,0,0,"first","",1,2013,4,NA,2,1,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,1.1080593,15,1,"Clinical medicine",0,NA,0,0
2226,2015,"female","Natural Sciences",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"fra","N","N",1,1,0,0,0,0,0,"first","",1,2015,4,1,1,0,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,1.3746403,13,1,"Mathematics",0,NA,0,0
2227,2013,"male","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"fra","N","N",2,2,0,0,0,0,0,"first","",1,2013,10,2,2,1,0,0,0,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,0.314059765,16,NA,"Agricultural Sciences",0,NA,0,0
2228,2012,"male","Medical and Health Sciences",2013,"Q1",2,2,2,2,1,2,2,2,2,1,0,"","",1,0,2,"usa","Y","Y",2,1,1,0,0,0,0,"first","2018-02-19",1,2013,3,28,2,1,2,0,1,"Health sciences",8,0,0,1,0,0,0,0,0,1.0434414,18,NA,"Health sciences",0,0,0,0
2229,2012,"male","Medical and Health Sciences",2013,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,0,2,"usa","N","Y",2,1,1,0,0,0,0,"first","",1,2013,2,1,2,1,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,1.4901083,16,NA,"Clinical medicine",0,NA,0,0
2230,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,0,1,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,0.67984762,17,NA,"Computer and information sciences",0,NA,0,0
2231,2014,"male","Natural Sciences",2014,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","Y",5,1,2,2,0,0,0,"first","",1,2014,11,1,1,0,0,0,0,"Other natural sciences",5,0,0,1,0,0,0,0,0,0.5759387,12,NA,"Other natural sciences",0,NA,0,0
2232,2015,"male","Natural Sciences",2015,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2015,11,20,1,0,0,0,0,"Computer and information sciences",6,0,0,1,0,0,0,0,0,0.22466159,11,NA,"Computer and information sciences",0,NA,0,0
2233,2013,"female","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,3,"deu","N","N",5,1,1,3,0,0,0,"first","2018-11-29",1,2015,2,1,2,1,1,0,1,"Clinical medicine",8,0,0,1,0,1,0,1,1,1.9189931,20,1,"Clinical medicine",0,0,0,0
2234,2015,"male","Natural Sciences",2015,"Q1",1,2,1,2,1,1,1,1,1,1,0,"","",1,1,1,"aus","N","Y",1,1,0,0,0,0,0,"first","2015-12-11",1,2015,12,1,1,0,1,0,1,"Earth and related environmental sciences",8,0,0,1,0,0,0,0,0,0.60407406,20,1,"Earth and related environmental sciences",0,0,0,0
2235,2014,"female","Engineering and Technology",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",4,1,0,3,0,0,0,"first","",1,2016,7,5,2,1,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",5,0,0,1,0,0,0,0,0,0.6491425,21,1,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
2236,2013,"male","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,4,3,4,4,1,0,"","",1,0,3,"usa","N","N",9,2,2,5,0,0,0,"first","2014-09-30",1,2015,3,1,5,4,4,0,1,"Clinical medicine",9,0,0,1,0,0,0,0,0,1.8991907,20,1,"Clinical medicine",0,0,0,0
2237,2015,"male","Natural Sciences",2016,"Q1",1,1,2,2,1,0,0,0,0,0,0,"","",0,0,2,"chn","Y","Y",8,1,4,3,0,0,0,"first","",1,2016,2,1,2,1,0,0,0,"Physical sciences and astronomy",5,0,0,1,0,0,0,0,0,0.9954219,17,1,"Physical sciences and astronomy",0,NA,0,0
2238,2016,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,3,2,3,3,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2016-04-01",1,2016,4,1,1,0,3,0,1,"Biological sciences",2,0,0,1,2,0,1,0,1,0.88926786,21,NA,"Biological sciences",0,0,0,0
2239,2012,"female","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,0,1,0,0,0,"first","",1,2012,4,NA,1,0,0,0,0,"Other engineering and technologies",3,0,0,1,0,0,0,0,0,0.59824381,17,NA,"Other engineering and technologies",0,NA,0,0
2240,2012,"male","Natural Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,0.8038027,15,1,"Agricultural Sciences",0,NA,0,0
2241,2012,"female","Medical and Health Sciences",2012,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"gbr","N","N",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.42189857,12,NA,"Clinical medicine",0,NA,0,0
2242,2014,"male","Natural Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",3,1,1,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,0.12514523,1,NA,"Mathematics",0,NA,0,0
2243,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,0,1,0,0,0,"first","",1,2012,11,NA,1,0,0,0,0,"Mathematics",2,0,0,1,0,0,0,0,0,0.228318105,8,1,"Mathematics",0,NA,0,0
2244,2013,"male","Natural Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"pol","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0,1,1,"Earth and related environmental sciences",0,NA,0,0
2245,2012,"female","Medical and Health Sciences",2012,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2012,6,NA,1,0,0,0,0,"Health sciences",1,0,0,0,0,0,0,0,0,0,1,1,"Health sciences",0,NA,0,0
2246,2013,"female","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",4,0,0,1,0,0,0,0,0,0.30094565,13,NA,"Earth and related environmental sciences",0,NA,0,0
2247,2012,"male","Natural Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2012,11,1,1,0,0,0,0,"Materials engineering",8,0,0,1,0,0,0,0,0,0.6875572,12,NA,"Materials engineering",0,NA,0,0
2248,2013,"female","Natural Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,4,NA,1,0,0,0,0,"Earth and related environmental sciences",1,0,0,0,0,0,0,0,0,0,1,NA,"Earth and related environmental sciences",0,NA,0,0
2249,2012,"male","Social Sciences",2012,"Q1",1,1,1,2,1,3,2,4,4,1,0,"","",1,1,1,"usa","N","Y",1,1,0,0,0,0,0,"first","2014-02-24",1,2012,1,NA,1,0,3,0,1,"Sociology and political science",2,0,0,1,2,0,1,0,1,2.1185781,1,1,"Sociology and political science",0,0,0,0
2250,2013,"male","Medical and Health Sciences",2013,"Q1",1,1,1,2,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","Y",1,1,0,0,0,0,0,"first","",1,2013,5,NA,1,0,0,0,0,"Earth and related environmental sciences",5,0,0,1,0,0,0,0,0,1.9520817,18,NA,"Earth and related environmental sciences",0,NA,0,0
2251,2014,"female","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"nld","N","N",3,1,1,1,0,0,0,"first","",1,2014,12,1,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,1.2239383,17,1,"Clinical medicine",0,NA,0,0
2252,2015,"female","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"bra","N","N",3,1,2,0,0,0,0,"first","",1,2016,6,24,2,1,0,0,0,"Basic medical research",8,0,0,1,0,0,0,0,0,1.7639596,20,NA,"Basic medical research",0,NA,0,0
2253,2015,"male","Agricultural Sciences",2017,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"bra","N","N",3,1,0,2,0,0,0,"first","",1,2017,NA,NA,3,2,0,0,0,"Agricultural Sciences",5,0,0,1,0,0,0,0,0,0.57828796,12,1,"Agricultural Sciences",0,NA,0,0
2254,2014,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",3,1,1,1,0,0,0,"first","",1,2015,NA,NA,2,1,0,0,0,"Chemical sciences",6,0,0,1,0,0,0,0,0,2.5333347,19,NA,"Chemical sciences",0,NA,0,0
2255,2012,"female","Medical and Health Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",2,1,1,0,0,0,0,"first","",1,2012,8,NA,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,0.98877794,17,1,"Clinical medicine",0,NA,0,0
2256,2016,"male","Natural Sciences",2017,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",7,1,4,2,0,0,0,"first","",1,2017,12,20,4,3,0,0,0,"Chemical sciences",11,0,0,1,0,0,0,0,0,1.894571,22,NA,"Chemical sciences",0,NA,0,0
2257,2013,"male","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"kor","N","N",5,1,1,3,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,1.5569407,18,1,"Clinical medicine",0,NA,0,0
2258,2016,"male","Engineering and Technology",2016,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","",1,2016,1,1,1,0,0,0,0,"Other engineering and technologies",5,0,0,1,0,0,0,0,0,0.6211544,7,NA,"Other engineering and technologies",0,NA,0,0
2259,2015,"male","Natural Sciences",2016,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"usa","N","N",3,1,1,1,0,0,0,"first","2020-09-09",1,2016,9,1,2,1,1,0,1,"Biological sciences",2,0,0,1,0,0,0,0,0,0,2,NA,"Biological sciences",0,0,0,0
2260,2015,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2015,10,1,1,0,0,0,0,"Earth and related environmental sciences",3,0,0,1,0,0,0,0,0,0.9283721,13,NA,"Earth and related environmental sciences",0,NA,0,0
2261,2015,"female","Natural Sciences",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,1,0,0,0,0,"first","",1,2015,11,1,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",5,0,0,1,0,0,0,0,0,1.5642344,20,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
2262,2012,"male","Natural Sciences",2012,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"irn","N","N",2,1,0,1,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",3,0,0,1,0,0,0,0,0,0.20716108,2,NA,"Earth and related environmental sciences",0,NA,0,0
2263,2013,"female","Natural Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"tur","N","N",3,1,0,2,0,0,0,"first","",1,2013,9,NA,1,0,0,0,0,"Basic medical research",4,0,0,1,0,0,0,0,0,0.57590795,9,NA,"Basic medical research",0,NA,0,0
2264,2013,"male","Humanities",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,3,1,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,1,"Humanities",0,NA,1,0
2265,2015,"female","Agricultural Sciences",2015,"Q2",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"eth","N","Y",2,1,0,1,0,0,0,"first","",1,2015,9,1,1,0,0,0,0,"Agricultural Sciences",5,0,0,1,0,0,0,0,0,0.34117165,20,NA,"Agricultural Sciences",0,NA,0,0
2266,2016,"male","Agricultural Sciences",2016,"Q1",1,1,1,1,1,4,3,4,4,1,0,"","",1,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","2016-06-11",1,2016,8,1,1,0,4,0,1,"Agricultural Sciences",3,1,1,1,2,0,1,0,1,0.65106034,18,1,"Agricultural Sciences",0,0,0,0
2267,2014,"male","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"jpn","N","N",5,1,2,2,0,0,0,"first","",1,2015,9,2,3,2,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,1.5695516,20,NA,"Clinical medicine",0,NA,0,0
2268,2012,"male","Engineering and Technology",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"kor","N","N",2,1,1,0,0,0,0,"first","",1,2012,3,NA,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0.25935525,8,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
2269,2015,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"usa","N","N",2,1,1,0,0,0,0,"first","",1,2016,12,6,2,1,0,0,0,"Materials engineering",2,0,0,1,0,0,0,0,0,0.62354654,21,NA,"Materials engineering",0,NA,1,0
2270,2015,"male","Natural Sciences",2015,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2015,10,24,1,0,0,0,0,"Biological sciences",5,0,0,1,0,0,0,0,0,0.29780027,20,NA,"Biological sciences",0,NA,0,0
2271,2013,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"pol","N","N",8,2,1,5,0,0,0,"first","2015-09-24",1,2015,9,23,5,4,2,0,1,"Clinical medicine",9,0,0,1,2,0,1,0,1,0.33310816,19,1,"Health sciences",0,0,0,0
2272,2015,"female","Humanities",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"rus","N","N",3,1,2,0,0,0,0,"first","",1,2015,5,1,1,0,0,0,0,"Humanities",2,0,0,1,0,0,0,0,0,2.3746512,1,1,"Humanities",0,NA,0,0
2273,2015,"female","Natural Sciences",2017,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","Y",7,2,0,5,0,0,0,"first","",1,2017,11,1,4,3,0,0,0,"Other engineering and technologies",5,0,0,1,0,0,0,0,0,1.4692401,19,1,"Other engineering and technologies",0,NA,0,0
2274,2013,"male","Natural Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,1,0,0,0,0,"first","",1,2013,5,NA,1,0,0,0,0,"Computer and information sciences",3,0,0,1,0,0,0,0,0,0.125802965,10,1,"Other engineering and technologies",0,NA,0,0
2275,2013,"female","Social Sciences",2013,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,1,1,"gbr","N","N",4,1,1,2,0,0,0,"first","2013-02-21",1,2013,9,NA,1,0,2,0,1,"Other social sciences",1,0,0,0,0,0,0,0,0,0,1,NA,"Other social sciences",0,0,1,0
2276,2012,"male","Medical and Health Sciences",2012,"Q3",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"aus","N","N",4,1,1,2,0,1,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Health sciences",4,0,0,1,0,0,0,0,0,0,1,1,"Health sciences",0,NA,0,0
2277,2014,"male","Humanities",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"usa","N","N",3,2,0,1,0,0,0,"first","",1,2014,8,23,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,1,"Humanities",0,NA,0,0
2278,2014,"female","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"bra","N","N",4,1,3,0,0,0,0,"first","2015-01-13",1,2015,10,1,4,3,1,0,1,"Basic medical research",9,0,0,1,0,0,0,0,0,0.75564975,20,NA,"Basic medical research",0,0,0,0
2279,2016,"male","Natural Sciences",2016,"Others",1,1,1,2,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","Y",2,1,1,0,0,0,0,"first","",1,2016,12,1,1,0,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,0,2,NA,"Mathematics",0,NA,1,0
2280,2016,"male","Natural Sciences",2018,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"ita","N","N",3,1,1,1,0,0,0,"first","",1,2018,10,19,3,2,0,0,0,"Chemical sciences",11,0,0,1,0,0,0,0,0,1.5559243,23,NA,"Chemical sciences",0,NA,0,0
2281,2015,"female","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"gbr","N","N",2,1,1,0,0,0,0,"first","2016-01-31",1,2016,3,1,2,1,1,0,1,"Clinical medicine",11,0,0,1,1,0,1,0,1,1.7519814,21,NA,"Clinical medicine",0,0,0,0
2282,2014,"male","Social Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"hkg","N","N",5,2,2,1,0,0,0,"first","",1,2014,12,NA,1,0,0,0,0,"Economics",4,0,0,1,0,0,0,0,0,1.7131199,17,1,"Economics",0,NA,0,0
2283,2014,"female","Medical and Health Sciences",2014,"Q3",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"hun","N","Y",2,1,1,0,0,0,0,"first","",1,2014,9,1,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.36532226,7,NA,"Clinical medicine",0,NA,0,0
2284,2016,"male","Natural Sciences",2018,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",3,1,1,1,0,0,0,"first","",1,2018,6,1,3,2,0,0,0,"Chemical engineering",9,0,0,1,0,0,0,0,0,0.48571256,13,NA,"Chemical engineering",0,NA,0,0
2285,2015,"male","Natural Sciences",2015,"Q2",1,3,1,3,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","Y",5,1,0,4,0,0,0,"first","",1,2015,7,10,1,0,0,0,0,"Physical sciences and astronomy",4,0,0,1,0,0,0,0,0,0.46023148,19,NA,"Physical sciences and astronomy",0,NA,0,0
2286,2012,"male","Natural Sciences",2012,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","Y",3,3,0,0,0,0,0,"first","",1,2012,7,NA,3,2,0,0,0,"Biological sciences",8,0,0,1,0,0,0,0,0,1.1583787,12,NA,"Biological sciences",0,NA,0,0
2287,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"aus","N","N",5,1,1,3,0,0,0,"first","",1,2012,7,2,1,0,0,0,0,"Physical sciences and astronomy",5,0,0,1,0,0,0,0,0,1.7511224,17,1,"Physical sciences and astronomy",0,NA,1,1
