"author_id","cohort","gender","discipline","pubyear","Jr_Quantile","n_ctr","n_aff","n_colla_ctr","n_colla_aff","sequence_nr","Original_Tweets","Original_Tweeters","len_tweet","len_tweeter","with_tw","self_pro_old","self_tw_time","self_text","others_first","searched","academic_age","most_ctr","colla_ctr_Y","colla_aff_Y","n_pub_3y","n_pub_1st","n_pub_2nd","n_pub_3rd","n_pub_pro_1st","n_pub_pro_2nd","n_pub_pro_3rd","seq_nr_grp_1","min_tw_time","first_firstauthor","PUBLICATIONYEAR","PUBLICATIONMONTH","PUBLICATIONDAY","pub_order","pub_before","tw_others_num","tw_only_self","tw_only_others","discipline_new_author","author_cnt","coauthor_pro_count","coauthor_pro","with_coauthor","SocialOutlet_count","Edu_count","SocialOutlet_pro","Edu_pro","soc_or_edu_pro","max_coa_fncr_5y","max_coa_age","uniqle_dis","discipline_new_pub","self_pro","chinese_name","firstauthor_top_100","coauthor_top_100"
1,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,0,1,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Physical sciences and astronomy",4,0,0,1,0,0,0,0,0,0.9969101,18,1,"Physical sciences and astronomy",0,NA,0,0
2,2013,"male","Social Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,0,1,0,0,0,"first","",1,2013,9,NA,1,0,0,0,0,"Sociology and political science",1,0,0,0,0,0,0,0,0,0,1,NA,"Sociology and political science",0,NA,1,0
3,2015,"female","Social Sciences",2015,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","Y",1,1,0,0,0,0,0,"first","",1,2015,6,1,1,0,0,0,0,"Other social sciences",1,0,0,0,0,0,0,0,0,0,1,NA,"Other social sciences",0,NA,0,0
4,2016,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,0,1,0,0,0,"first","",1,2016,1,15,1,0,0,0,0,"Mathematics",2,0,0,1,0,0,0,0,0,0,1,1,"Mathematics",0,NA,0,0
5,2014,"male","Natural Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","N",4,3,1,0,0,0,0,"first","",1,2014,NA,NA,3,2,0,0,0,"Chemical engineering",4,0,0,1,0,0,0,0,0,2.1422887,12,NA,"Chemical engineering",0,NA,0,0
6,2015,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"chn","N","N",8,2,2,4,0,0,0,"first","",1,2016,NA,NA,4,3,0,0,0,"Materials engineering",10,0,0,1,0,0,0,0,0,3.1992007,21,1,"Chemical sciences",0,NA,0,0
7,2013,"female","Engineering and Technology",2013,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Other engineering and technologies",2,0,0,1,0,0,0,0,0,0,1,1,"Other engineering and technologies",0,NA,0,0
8,2013,"male","Social Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"can","N","N",2,1,0,1,0,0,0,"first","",1,2013,7,NA,1,0,0,0,0,"Other social sciences",2,0,0,1,0,0,0,0,0,0,1,1,"Other social sciences",0,NA,0,0
9,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"ita","N","N",3,1,1,1,0,0,0,"first","",1,2013,2,NA,1,0,0,0,0,"Biological sciences",11,0,0,1,0,0,0,0,0,1.97561475,18,1,"Biological sciences",0,NA,0,0
10,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"gbr","N","N",1,1,0,0,0,0,0,"first","",1,2012,3,NA,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,1.4404641,17,NA,"Earth and related environmental sciences",0,NA,0,0
11,2015,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"can","N","N",3,1,1,1,0,0,0,"first","",1,2015,12,1,1,0,0,0,0,"Computer and information sciences",4,0,0,1,0,0,0,0,0,0.15393976,16,1,"Computer and information sciences",0,NA,0,0
12,2014,"female","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"kor","N","N",1,1,0,0,0,0,0,"first","",1,2014,10,28,1,0,0,0,0,"Clinical medicine",10,0,0,1,0,0,0,0,0,0.7716483,13,1,"Clinical medicine",0,NA,0,0
13,2014,"male","Natural Sciences",2014,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",4,1,3,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other engineering and technologies",2,0,0,1,0,0,0,0,0,1.1088641,18,1,"Other engineering and technologies",0,NA,0,0
14,2012,"male","Social Sciences",2012,"Q2",1,1,1,2,1,25,17,25,25,1,0,"","",1,1,1,"usa","N","Y",2,1,0,1,0,0,0,"first","",1,2012,5,NA,1,0,25,0,1,"Clinical medicine",4,0,0,1,0,0,0,0,0,1.8563536,14,NA,"Clinical medicine",0,0,0,0
15,2015,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",4,1,2,1,0,0,0,"first","2014-12-23",1,2015,4,21,1,0,1,0,1,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,1.401779,20,NA,"Agricultural Sciences",0,0,0,0
16,2016,"female","Natural Sciences",2016,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"svk","N","N",2,1,0,1,0,0,0,"first","",1,2016,12,1,1,0,0,0,0,"Computer and information sciences",3,0,0,1,0,0,0,0,0,0.509734045,5,NA,"Computer and information sciences",0,NA,0,0
17,2014,"male","Engineering and Technology",2014,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,1,1,"fra","N","Y",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",5,0,0,1,0,0,0,0,0,1.990275,19,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
18,2012,"female","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",2,2,0,0,0,0,0,"first","",1,2012,3,1,1,0,0,0,0,"Agricultural Sciences",5,0,0,1,0,0,0,0,0,1.2092972,17,NA,"Agricultural Sciences",0,NA,0,0
19,2015,"female","Medical and Health Sciences",2017,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"chn","N","N",4,1,1,2,0,0,0,"first","",1,2017,11,1,3,2,0,0,0,"Clinical medicine",14,0,0,1,0,0,0,0,0,2.4178963,22,1,"Clinical medicine",0,NA,0,0
20,2015,"female","Medical and Health Sciences",2016,"Q1",1,1,2,2,1,4,3,4,4,1,0,"","",1,0,2,"esp","Y","Y",7,2,1,4,0,0,0,"first","2016-06-14",1,2016,8,1,2,1,4,0,1,"Clinical medicine",11,0,0,1,2,0,1,0,1,3.05505725,21,1,"Clinical medicine",0,0,0,0
21,2016,"male","Natural Sciences",2016,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","N",2,2,0,0,0,0,0,"first","",1,2016,7,5,1,0,0,0,0,"Physical sciences and astronomy",7,0,0,1,0,0,0,0,0,0.2620094,14,1,"Physical sciences and astronomy",0,NA,0,0
22,2014,"male","Agricultural Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"esp","N","N",1,1,0,0,0,0,0,"first","2013-09-26",1,2014,NA,NA,1,0,1,0,1,"Agricultural Sciences",4,0,0,1,0,0,0,0,0,1.4081767,19,1,"Agricultural Sciences",0,0,0,0
23,2015,"male","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,67,40,69,69,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2015-04-01",1,2015,4,1,1,0,67,0,1,"Health sciences",5,1,1,1,4,0,1,0,1,1.70125725,20,1,"Health sciences",0,0,0,0
24,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2012,5,NA,1,0,0,0,0,"Materials engineering",2,0,0,1,0,0,0,0,0,0.60819805,15,NA,"Materials engineering",0,NA,1,0
25,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"hkg","N","N",6,5,0,1,0,0,0,"first","",1,2012,8,NA,2,1,0,0,0,"Chemical sciences",5,0,0,1,0,0,0,0,0,2.36061455,17,1,"Chemical sciences",0,NA,0,0
26,2013,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"kor","N","N",3,1,1,1,0,0,0,"first","",1,2014,6,24,2,1,0,0,0,"Materials engineering",4,0,0,1,0,0,0,0,0,1.2533288,15,NA,"Materials engineering",0,NA,0,0
27,2014,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"chn","N","N",2,1,1,0,0,0,0,"first","2015-09-02",1,2015,9,19,2,1,2,0,1,"Basic medical research",12,0,0,1,0,0,0,0,0,5.3328853,20,NA,"Basic medical research",0,0,0,0
28,2013,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,7,6,7,7,1,0,"","",1,0,3,"usa","N","N",3,2,0,1,0,0,0,"first","2015-04-29",1,2015,4,21,3,2,7,0,1,"Biological sciences",5,0,0,1,2,0,1,0,1,1.167882,20,1,"Biological sciences",0,0,0,0
29,2016,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2016,4,1,1,0,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,1.48311505,16,1,"Clinical medicine",0,NA,0,0
30,2014,"male","Engineering and Technology",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"can","N","N",1,1,0,0,0,0,0,"first","",1,2014,11,1,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0,1,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
31,2014,"female","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,3,"usa","N","N",2,1,0,1,0,0,0,"first","2016-07-31",1,2016,10,1,2,1,1,0,1,"Basic medical research",6,0,0,1,0,0,0,0,0,1.7550691,21,NA,"Basic medical research",0,0,0,0
32,2014,"male","Natural Sciences",2015,"Q1",1,2,2,3,1,NA,NA,0,0,0,0,"","",0,0,2,"ita","Y","Y",5,1,2,2,0,0,0,"first","",1,2015,10,1,3,2,0,0,0,"Physical sciences and astronomy",10,0,0,1,0,0,0,0,0,1.4346759,20,NA,"Physical sciences and astronomy",0,NA,0,0
33,2013,"female","Natural Sciences",2013,"Q1",2,2,2,2,1,1,1,1,1,1,0,"","",1,1,1,"usa","Y","Y",2,1,1,0,0,0,0,"first","2013-05-05",1,2013,5,NA,1,0,1,0,1,"Biological sciences",5,0,0,1,0,0,0,0,0,1.3188863,18,NA,"Biological sciences",0,0,1,0
34,2016,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",5,2,1,2,0,0,0,"first","2016-02-22",1,2016,3,1,1,0,1,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.697003,11,NA,"Clinical medicine",0,0,0,0
35,2013,"female","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"nld","N","N",6,2,0,4,0,0,0,"first","",1,2013,2,NA,1,0,0,0,0,"Psychology",6,0,0,1,0,0,0,0,0,1.3933431,18,NA,"Psychology",0,NA,0,0
36,2013,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",6,1,3,2,0,0,0,"first","",1,2014,2,7,2,1,0,0,0,"Chemical sciences",6,0,0,1,0,0,0,0,0,2.1539594,19,NA,"Chemical sciences",0,NA,0,0
37,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Physical sciences and astronomy",5,0,0,1,0,0,0,0,0,1.263359,17,NA,"Physical sciences and astronomy",0,NA,0,0
38,2012,"female","Medical and Health Sciences",2014,"Q1",1,3,1,3,1,0,0,0,0,0,0,"","",0,0,3,"aus","N","Y",3,1,1,1,0,0,0,"first","",1,2014,12,1,3,2,0,0,0,"Health sciences",5,0,0,1,0,0,0,0,0,2.0918825,17,1,"Health sciences",0,NA,1,0
39,2014,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",3,1,2,0,0,0,0,"first","",1,2015,NA,NA,2,1,0,0,0,"Biological sciences",5,0,0,1,0,0,0,0,0,1.1005068,17,NA,"Biological sciences",0,NA,0,0
40,2016,"male","Engineering and Technology",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",3,1,0,2,0,0,0,"first","",1,2016,6,1,1,0,0,0,0,"Mechanical engineering",5,0,0,1,0,0,0,0,0,0.89343613,21,NA,"Mechanical engineering",0,NA,1,0
41,2016,"female","Medical and Health Sciences",2017,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",3,1,2,0,0,0,0,"first","",1,2017,12,1,3,2,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,0.11823763,11,1,"Clinical medicine",0,NA,0,0
42,2015,"male","Medical and Health Sciences",2017,"Q3",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,3,"ind","N","N",2,1,0,1,0,0,0,"first","2016-08-20",1,2017,6,1,2,1,1,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.17265739,21,1,"Clinical medicine",0,0,0,0
43,2013,"female","Natural Sciences",2015,"Q3",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"kwt","N","N",5,1,2,2,0,0,0,"first","2015-01-06",1,2015,3,1,4,3,2,0,1,"Biological sciences",6,0,0,1,0,0,0,0,0,1.12583465,20,NA,"Biological sciences",0,0,0,0
44,2015,"male","Humanities",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"fra","N","N",2,1,1,0,0,0,0,"first","",1,2015,10,6,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,NA,"Humanities",0,NA,0,0
45,2014,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",15,3,8,4,0,0,0,"first","",1,2015,1,1,4,3,0,0,0,"Chemical sciences",5,0,0,1,0,0,0,0,0,0.8534867,13,NA,"Chemical sciences",0,NA,0,0
46,2014,"male","Social Sciences",2014,"Q3",1,1,1,1,1,4,2,4,4,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2014-02-09",1,2014,3,NA,1,0,4,0,1,"Other social sciences",1,0,0,0,0,0,0,0,0,0,1,1,"Other social sciences",0,0,1,0
47,2016,"female","Medical and Health Sciences",2018,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"deu","N","N",2,1,0,1,0,0,0,"first","",1,2018,9,10,2,1,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,1.98281885,12,NA,"Clinical medicine",0,NA,0,0
48,2013,"male","Natural Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Computer and information sciences",1,0,0,0,0,0,0,0,0,0,1,1,"Computer and information sciences",0,NA,0,0
49,2014,"female","Agricultural Sciences",2014,"Q2",1,1,1,1,1,4,3,4,4,1,0,"","",1,1,1,"usa","N","N",6,2,1,3,0,0,0,"first","2014-07-25",1,2014,10,1,2,1,4,0,1,"Agricultural Sciences",8,0,0,1,0,0,0,0,0,1.3897996,19,1,"Agricultural Sciences",0,0,0,0
50,2015,"female","Natural Sciences",2017,"Q1",1,2,1,2,1,1,1,1,1,1,0,"","",1,0,3,"chn","N","Y",13,4,0,9,0,0,0,"first","2017-11-02",1,2017,11,27,9,8,1,0,1,"Chemical sciences",12,0,0,1,0,0,0,0,0,4.76979035,22,NA,"Chemical sciences",0,1,0,0
51,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other natural sciences",2,0,0,1,0,0,0,0,0,0.4450662,18,NA,"Other natural sciences",0,NA,0,0
52,2013,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",6,1,2,3,0,0,0,"first","",1,2015,7,8,5,4,0,0,0,"Chemical sciences",9,0,0,1,0,0,0,0,0,3.7599862,20,NA,"Chemical sciences",0,NA,0,0
53,2015,"female","Natural Sciences",2015,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"irn","N","N",1,1,0,0,0,0,0,"first","",1,2015,1,9,1,0,0,0,0,"Biological sciences",1,0,0,0,0,0,0,0,0,0,1,NA,"Biological sciences",0,NA,0,0
54,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"aut","N","N",3,1,1,1,0,0,0,"first","",1,2013,4,26,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,1.0856174,17,1,"Biological sciences",0,NA,0,0
55,2012,"male","Engineering and Technology",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"bel","N","N",5,2,2,1,0,0,0,"first","",1,2013,5,NA,3,2,0,0,0,"Chemical engineering",3,0,0,1,0,0,0,0,0,1.2107142,18,NA,"Chemical engineering",0,NA,0,0
56,2013,"female","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"cmr","N","N",1,1,0,0,0,0,0,"first","2013-08-17",1,2013,8,17,1,0,1,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.35911934,15,1,"Clinical medicine",0,0,0,0
57,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,16,16,16,16,1,0,"","",1,1,1,"can","N","N",1,1,0,0,0,0,0,"first","2014-11-21",1,2014,11,1,1,0,16,0,1,"Basic medical research",5,0,0,1,1,0,1,0,1,1.1367922,19,NA,"Basic medical research",0,0,0,0
58,2016,"female","Natural Sciences",2017,"Q1",1,1,1,1,1,6,6,6,6,1,0,"","",1,0,2,"usa","N","N",2,1,1,0,0,0,0,"first","2017-12-30",1,2017,1,9,2,1,6,0,1,"Biological sciences",11,0,0,1,1,0,1,0,1,4.7154646,22,NA,"Biological sciences",0,1,0,0
59,2012,"male","Engineering and Technology",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"nzl","N","N",4,2,0,2,0,0,0,"first","",1,2012,1,NA,1,0,0,0,0,"Other engineering and technologies",3,0,0,1,0,0,0,0,0,2.08415985,12,1,"Other engineering and technologies",0,NA,0,0
60,2014,"female","Natural Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,2,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,0.13335797,8,1,"Computer and information sciences",0,NA,0,0
61,2012,"female","Social Sciences",2012,"Others",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,1,"nld","N","N",10,4,4,2,1,0,0,"first","2013-03-12",1,2012,12,NA,3,2,1,0,1,"Psychology",6,0,0,1,0,0,0,0,0,1.2994654,17,NA,"Psychology",0,0,0,0
62,2014,"male","Natural Sciences",2014,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","Y",1,1,0,0,0,0,0,"first","",1,2014,7,1,1,0,0,0,0,"Mathematics",1,0,0,0,0,0,0,0,0,0,1,1,"Mathematics",0,NA,1,0
63,2013,"male","Medical and Health Sciences",2015,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",5,1,2,2,0,0,0,"first","",1,2015,8,12,5,4,0,0,0,"Clinical medicine",9,0,0,1,0,0,0,0,0,0.824609045,16,NA,"Clinical medicine",0,NA,0,0
64,2013,"male","Medical and Health Sciences",2014,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,0,2,"chn","N","Y",10,3,4,3,0,0,0,"first","",1,2014,1,30,4,3,0,0,0,"Basic medical research",8,0,0,1,0,0,0,0,0,3.29588535,19,1,"Basic medical research",0,NA,0,0
65,2013,"female","Medical and Health Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,0,1,0,0,0,"first","",1,2013,8,10,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.53674513,13,1,"Clinical medicine",0,NA,0,0
66,2014,"female","Humanities",2014,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bel","N","N",1,1,0,0,0,0,0,"first","",1,2014,6,1,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,1,"Humanities",0,NA,0,0
67,2012,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"usa","N","N",14,3,4,7,0,0,0,"first","2014-09-24",1,2014,10,8,14,13,2,0,1,"Materials engineering",6,0,0,1,0,0,0,0,0,4.47508915,19,NA,"Materials engineering",0,0,1,1
68,2012,"male","Social Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",3,2,0,1,0,0,0,"first","",1,2012,2,NA,1,0,0,0,0,"Sociology and political science",1,0,0,0,0,0,0,0,0,0,1,NA,"Sociology and political science",0,NA,0,0
69,2012,"female","Medical and Health Sciences",2014,"Q2",1,2,1,2,1,0,0,0,0,0,0,"","",0,0,3,"che","N","Y",5,2,0,3,0,0,0,"first","",1,2014,NA,NA,4,3,0,0,0,"Health sciences",8,0,0,1,0,0,0,0,0,2.1275582,18,1,"Agricultural Sciences",0,NA,1,0
70,2013,"male","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"usa","N","N",2,2,0,0,0,0,0,"first","",1,2013,12,NA,2,1,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.428715875,3,1,"Clinical medicine",0,NA,0,0
71,2012,"male","Engineering and Technology",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",5,1,3,1,0,0,0,"first","",1,2013,6,NA,2,1,0,0,0,"Materials engineering",5,0,0,1,0,0,0,0,0,1.8747253,17,NA,"Materials engineering",0,NA,0,1
72,2013,"male","Natural Sciences",2013,"Q1",1,2,1,2,1,1,1,1,1,1,0,"","",1,1,1,"fin","N","Y",3,1,0,2,0,0,0,"first","2013-05-30",1,2013,8,19,1,0,1,0,1,"Mathematics",1,0,0,0,0,0,0,0,0,0,1,NA,"Mathematics",0,0,0,0
73,2016,"female","Natural Sciences",2017,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"chn","N","N",24,2,8,14,0,0,0,"first","2017-06-30",1,2017,NA,NA,6,5,1,0,1,"Chemical sciences",7,0,0,1,0,0,0,0,0,1.2648525,8,NA,"Chemical sciences",0,0,0,0
74,2016,"male","Natural Sciences",2018,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,3,"chn","N","N",5,2,0,3,0,0,0,"first","2018-08-15",1,2018,11,1,4,3,1,0,1,"Chemical sciences",6,0,0,1,0,0,0,0,0,1.9616511,23,NA,"Chemical sciences",0,0,0,0
75,2016,"male","Natural Sciences",2016,"Q1",2,2,2,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","Y","Y",2,1,0,1,0,0,0,"first","",1,2016,1,1,1,0,0,0,0,"Other engineering and technologies",4,0,0,1,0,0,0,0,0,0,1,NA,"Other engineering and technologies",0,NA,0,0
76,2012,"female","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","N",3,3,0,0,0,0,0,"first","",1,2012,3,15,2,1,0,0,0,"Chemical sciences",4,0,0,1,0,0,0,0,0,0.72701785,17,NA,"Chemical sciences",0,NA,0,0
77,2014,"female","Medical and Health Sciences",2014,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"tur","N","N",4,3,1,0,0,0,0,"first","",1,2014,9,2,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,0.44053415,19,1,"Clinical medicine",0,NA,0,0
78,2013,"female","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",3,2,0,1,0,0,0,"first","",1,2013,11,NA,1,0,0,0,0,"Basic medical research",4,0,0,1,0,0,0,0,0,0.935265,11,1,"Basic medical research",0,NA,0,0
79,2013,"male","Natural Sciences",2013,"Q2",2,2,2,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","Y","Y",5,1,2,2,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Chemical sciences",2,0,0,1,0,0,0,0,0,1.3135743,18,1,"Chemical sciences",0,NA,0,0
80,2012,"female","Medical and Health Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2012,12,NA,1,0,0,0,0,"Health sciences",4,0,0,1,0,0,0,0,0,0.686758135,10,1,"Health sciences",0,NA,0,0
81,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,4,4,4,4,1,0,"","",1,0,1,"chn","N","N",8,3,2,3,0,0,0,"first","2014-09-11",1,2014,9,1,2,1,4,0,1,"Biological sciences",5,0,0,1,0,0,0,0,0,0.9747077,19,NA,"Biological sciences",0,1,0,0
82,2012,"male","Medical and Health Sciences",2012,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2012,2,NA,1,0,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,0.69085082,3,NA,"Clinical medicine",0,NA,0,0
83,2016,"female","Medical and Health Sciences",2016,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","",1,2016,NA,NA,1,0,0,0,0,"Clinical medicine",8,0,0,1,0,0,0,0,0,0.6661682,14,NA,"Clinical medicine",0,NA,0,0
84,2014,"female","Medical and Health Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"deu","N","N",5,4,0,1,0,0,0,"first","",1,2014,8,1,1,0,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,0,1,NA,"Clinical medicine",0,NA,0,0
